step,x,y,z,yaw,lane_id,segment_id,segment_type,direction,source,target,connect_next
149,-40.000,24.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
150,-40.000,24.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
151,-40.000,23.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
152,-40.000,23.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
153,-40.000,22.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
154,-40.000,22.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
155,-40.000,21.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
156,-40.000,21.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
157,-40.000,20.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
158,-40.000,20.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
159,-40.000,19.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
160,-40.000,19.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
161,-40.000,18.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
162,-40.000,18.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
163,-40.000,17.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
164,-40.000,17.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
165,-40.000,16.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
166,-40.000,16.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
167,-40.000,15.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
168,-40.000,15.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
169,-40.000,14.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
170,-40.000,14.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
171,-40.000,13.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
172,-40.000,13.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
173,-40.000,12.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
174,-40.000,12.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
175,-40.000,11.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
176,-40.000,11.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
177,-40.000,10.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
178,-40.000,10.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
179,-40.000,9.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
180,-40.000,9.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
181,-40.000,8.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
182,-40.000,8.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
183,-40.000,7.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
184,-40.000,7.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
185,-40.000,6.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
186,-40.000,6.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
187,-40.000,5.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
188,-40.000,5.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
189,-40.000,4.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
190,-40.000,4.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
191,-40.000,3.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
192,-40.000,3.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
193,-40.000,2.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
194,-40.000,2.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
195,-40.000,1.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
196,-40.000,1.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
197,-40.000,0.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
198,-40.000,0.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
199,-40.000,-0.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
200,-40.000,-1.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
201,-40.000,-1.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
202,-40.000,-2.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
203,-40.000,-2.500,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,1
204,-40.000,-3.000,0.500,-90.000,V_x-40.0_y-3.0_26.0_rev,V_x-40.0_y-3.0_26.0_rev,straight,bidirectional,J_m40p00_26p00,J_m40p00_m3p00,0
205,-40.000,26.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
206,-40.000,26.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
207,-40.000,27.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
208,-40.000,27.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
209,-40.000,28.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
210,-40.000,28.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
211,-40.000,29.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
212,-40.000,29.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
213,-40.000,30.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
214,-40.000,30.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
215,-40.000,31.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
216,-40.000,31.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
217,-40.000,32.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
218,-40.000,32.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
219,-40.000,33.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
220,-40.000,33.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
221,-40.000,34.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
222,-40.000,34.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
223,-40.000,35.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
224,-40.000,35.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
225,-40.000,36.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
226,-40.000,36.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
227,-40.000,37.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
228,-40.000,37.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
229,-40.000,38.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
230,-40.000,38.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
231,-40.000,39.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
232,-40.000,39.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
233,-40.000,40.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
234,-40.000,40.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
235,-40.000,41.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
236,-40.000,41.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
237,-40.000,42.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
238,-40.000,42.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
239,-40.000,43.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
240,-40.000,43.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
241,-40.000,44.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
242,-40.000,44.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
243,-40.000,45.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
244,-40.000,45.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
245,-40.000,46.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
246,-40.000,46.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
247,-40.000,47.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
248,-40.000,47.500,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,1
249,-40.000,48.000,0.500,90.000,V_x-40.0_y26.0_48.0_fwd,V_x-40.0_y26.0_48.0_fwd,straight,bidirectional,J_m40p00_26p00,J_m40p00_48p00,0
250,-40.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
251,-39.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
252,-39.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
253,-38.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
254,-38.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
255,-37.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
256,-37.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
257,-36.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
258,-36.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
259,-35.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
260,-35.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
261,-34.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
262,-34.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
263,-33.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
264,-33.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
265,-32.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
266,-32.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
267,-31.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
268,-31.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
269,-30.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
270,-30.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
271,-29.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
272,-29.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
273,-28.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
274,-28.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
275,-27.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
276,-27.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
277,-26.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
278,-26.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
279,-25.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
280,-25.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
281,-24.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
282,-24.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
283,-23.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
284,-23.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
285,-22.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
286,-22.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
287,-21.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
288,-21.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
289,-20.500,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,1
290,-20.000,-3.000,0.500,0.000,H_y-3.0_x-40.0_-20.0_fwd,H_y-3.0_x-40.0_-20.0_fwd,straight,bidirectional,J_m40p00_m3p00,J_m20p00_m3p00,0
291,-40.000,-3.000,0.500,-90.000,V_x-40.0_y-34.0_-3.0_rev,V_x-40.0_y-34.0_-3.0_rev,straight,bidirectional,J_m40p00_m3p00,J_m40p00_m34p00,1
292,-40.000,-3.500,0.500,-90.000,V_x-40.0_y-34.0_-3.0_rev,V_x-40.0_y-34.0_-3.0_rev,straight,bidirectional,J_m40p00_m3p00,J_m40p00_m34p00,1
